order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status,created_at
ORD-20251021-360971,2025-10-21T13:16:43.695381,REST-DXB-002,CUST-10416,takeaway,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 49.06, ""subtotal"": 147.18}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 17.86, ""subtotal"": 53.58}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 6.22, ""subtotal"": 12.44}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 14.28, ""subtotal"": 28.56}]",241.76,wallet,delivered,2025-10-21T13:16:43.695381
ORD-20251021-406425,2025-10-21T13:20:03.695381,REST-AUH-002,CUST-10244,takeaway,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.17, ""subtotal"": 24.34}]",24.34,wallet,completed,2025-10-21T13:20:03.695381
ORD-20251021-424223,2025-10-21T13:38:42.695381,REST-DXB-002,CUST-10343,delivery,"[{""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 18.17, ""subtotal"": 54.51}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.03, ""subtotal"": 12.03}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 42.61, ""subtotal"": 42.61}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 66.44, ""subtotal"": 199.32}]",308.47,wallet,completed,2025-10-21T13:38:42.695381
ORD-20251021-369570,2025-10-21T13:46:36.695381,REST-DXB-001,CUST-10074,takeaway,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 10.21, ""subtotal"": 20.42}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 17.38, ""subtotal"": 17.38}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 33.79, ""subtotal"": 33.79}]",71.59,cash,completed,2025-10-21T13:46:36.695381
ORD-20251021-381562,2025-10-21T13:57:47.695381,REST-SHJ-001,CUST-10120,dine_in,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 15.09, ""subtotal"": 15.09}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.9, ""subtotal"": 23.8}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 48.15, ""subtotal"": 96.3}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 20.94, ""subtotal"": 41.88}]",177.07,wallet,delivered,2025-10-21T13:57:47.695381
ORD-20251021-155123,2025-10-21T14:06:04.695381,REST-AUH-001,CUST-10083,dine_in,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 40.21, ""subtotal"": 40.21}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 39.27, ""subtotal"": 78.54}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.36, ""subtotal"": 25.08}]",143.83,wallet,completed,2025-10-21T14:06:04.695381
ORD-20251021-949196,2025-10-21T14:12:16.695381,REST-AUH-002,CUST-10169,dine_in,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 17.12, ""subtotal"": 51.36}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 7.75, ""subtotal"": 23.25}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.35, ""subtotal"": 37.05}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.54, ""subtotal"": 130.62}]",242.28,cash,completed,2025-10-21T14:12:16.695381
ORD-20251021-712920,2025-10-21T14:28:04.695381,REST-AUH-002,CUST-10246,delivery,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 19.66, ""subtotal"": 19.66}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 21.52, ""subtotal"": 64.56}]",84.22,wallet,delivered,2025-10-21T14:28:04.695381
ORD-20251021-297817,2025-10-21T14:28:48.695381,REST-SHJ-001,CUST-10491,takeaway,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 10.26, ""subtotal"": 20.52}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 40.83, ""subtotal"": 40.83}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 52.17, ""subtotal"": 156.51}]",217.86,wallet,completed,2025-10-21T14:28:48.695381
ORD-20251021-407224,2025-10-21T15:22:34.695381,REST-AUH-001,CUST-10179,takeaway,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 19.85, ""subtotal"": 39.7}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 45.4, ""subtotal"": 45.4}]",85.1,wallet,delivered,2025-10-21T15:22:34.695381
ORD-20251021-695410,2025-10-21T15:49:41.695381,REST-AUH-002,CUST-10130,delivery,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 51.26, ""subtotal"": 153.78}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 38.46, ""subtotal"": 76.92}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 50.19, ""subtotal"": 100.38}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 57.53, ""subtotal"": 115.06}]",446.14,cash,completed,2025-10-21T15:49:41.695381
ORD-20251021-350108,2025-10-21T15:51:34.695381,REST-AUH-001,CUST-10201,takeaway,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 52.81, ""subtotal"": 52.81}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 14.41, ""subtotal"": 43.23}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 21.33, ""subtotal"": 21.33}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 39.27, ""subtotal"": 117.81}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 21.96, ""subtotal"": 21.96}]",257.14,card,delivered,2025-10-21T15:51:34.695381
ORD-20251021-813296,2025-10-21T17:40:15.695381,REST-SHJ-001,CUST-10003,takeaway,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 17.89, ""subtotal"": 35.78}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 48.47, ""subtotal"": 96.94}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 14.98, ""subtotal"": 29.96}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 7.68, ""subtotal"": 15.36}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 10.26, ""subtotal"": 20.52}]",198.56,card,delivered,2025-10-21T17:40:15.695381
ORD-20251021-710067,2025-10-21T17:49:30.695381,REST-DXB-002,CUST-10062,dine_in,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 15.43, ""subtotal"": 15.43}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 45.1, ""subtotal"": 90.2}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.08, ""subtotal"": 24.24}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 49.06, ""subtotal"": 98.12}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 42.61, ""subtotal"": 85.22}]",313.21,wallet,delivered,2025-10-21T17:49:30.695381
ORD-20251021-370784,2025-10-21T18:10:30.695381,REST-AUH-001,CUST-10333,delivery,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.84, ""subtotal"": 152.52}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 17.32, ""subtotal"": 51.96}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 44.38, ""subtotal"": 44.38}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 19.85, ""subtotal"": 39.7}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 43.65, ""subtotal"": 87.3}]",375.86,cash,delivered,2025-10-21T18:10:30.695381
ORD-20251021-352751,2025-10-21T18:10:53.695381,REST-DXB-001,CUST-10139,takeaway,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 10.21, ""subtotal"": 30.63}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.51, ""subtotal"": 11.51}]",42.14,card,delivered,2025-10-21T18:10:53.695381
ORD-20251021-530812,2025-10-21T18:22:18.695381,REST-AUH-001,CUST-10474,takeaway,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 15.01, ""subtotal"": 30.02}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 64.99, ""subtotal"": 129.98}]",160.0,card,completed,2025-10-21T18:22:18.695381
ORD-20251021-661550,2025-10-21T18:37:14.695381,REST-SHJ-001,CUST-10408,takeaway,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 48.47, ""subtotal"": 48.47}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 41.84, ""subtotal"": 125.52}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 65.44, ""subtotal"": 65.44}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 37.78, ""subtotal"": 75.56}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 46.16, ""subtotal"": 46.16}]",361.15,wallet,completed,2025-10-21T18:37:14.695381
ORD-20251021-249663,2025-10-21T18:54:02.695381,REST-AUH-002,CUST-10492,delivery,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 43.58, ""subtotal"": 87.16}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 64.93, ""subtotal"": 129.86}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 36.1, ""subtotal"": 72.2}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.9, ""subtotal"": 11.8}]",301.02,card,completed,2025-10-21T18:54:02.695381
ORD-20251021-488316,2025-10-21T19:10:44.695381,REST-AUH-002,CUST-10407,dine_in,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 17.54, ""subtotal"": 35.08}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 50.19, ""subtotal"": 50.19}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 7.75, ""subtotal"": 15.5}]",100.77,cash,delivered,2025-10-21T19:10:44.695381
ORD-20251021-295925,2025-10-21T19:11:46.695381,REST-SHJ-001,CUST-10040,dine_in,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.76, ""subtotal"": 17.52}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 14.98, ""subtotal"": 14.98}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 57.02, ""subtotal"": 114.04}]",146.54,card,completed,2025-10-21T19:11:46.695381
ORD-20251021-743729,2025-10-21T19:47:58.695381,REST-DXB-002,CUST-10402,dine_in,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 42.87, ""subtotal"": 128.61}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 38.63, ""subtotal"": 115.89}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.74, ""subtotal"": 19.48}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 18.55, ""subtotal"": 18.55}]",282.53,card,completed,2025-10-21T19:47:58.695381
ORD-20251021-511858,2025-10-21T19:55:00.695381,REST-AUH-002,CUST-10240,dine_in,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 19.66, ""subtotal"": 39.32}]",39.32,cash,delivered,2025-10-21T19:55:00.695381
ORD-20251021-255744,2025-10-21T19:59:46.695381,REST-SHJ-001,CUST-10455,dine_in,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 20.94, ""subtotal"": 20.94}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 18.13, ""subtotal"": 18.13}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 37.78, ""subtotal"": 113.34}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 46.16, ""subtotal"": 46.16}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 65.44, ""subtotal"": 65.44}]",264.01,card,completed,2025-10-21T19:59:46.695381
ORD-20251021-760888,2025-10-21T20:22:51.695381,REST-AUH-002,CUST-10069,dine_in,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 43.58, ""subtotal"": 130.74}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.35, ""subtotal"": 24.7}]",155.44,card,completed,2025-10-21T20:22:51.695381
ORD-20251021-957548,2025-10-21T20:27:56.695381,REST-SHJ-001,CUST-10488,delivery,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 40.83, ""subtotal"": 40.83}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 37.78, ""subtotal"": 37.78}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 10.26, ""subtotal"": 10.26}]",88.87,cash,completed,2025-10-21T20:27:56.695381
ORD-20251021-819293,2025-10-21T21:19:15.695381,REST-AUH-001,CUST-10210,dine_in,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 41.35, ""subtotal"": 124.05}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 17.39, ""subtotal"": 34.78}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 15.01, ""subtotal"": 15.01}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 50.84, ""subtotal"": 50.84}]",224.68,cash,completed,2025-10-21T21:19:15.695381
ORD-20251021-513443,2025-10-21T21:21:49.695381,REST-AUH-002,CUST-10441,dine_in,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 10.36, ""subtotal"": 10.36}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 39.61, ""subtotal"": 79.22}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 7.75, ""subtotal"": 15.5}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 43.54, ""subtotal"": 87.08}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 64.93, ""subtotal"": 129.86}]",322.02,card,delivered,2025-10-21T21:21:49.695381
